dataset,cid,client_name,domain,sup_type,step,metric,pseudo_mode,metric_pixels,metric_value,checkpoint
prostate,2,client3,Domain3,scribble,1530,bg_expansion,backbone,52176748,0.052714132356428196,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_2_iter_1530_dice_0.4313.pth
prostate,2,client3,Domain3,scribble,2380,bg_expansion,backbone,52176748,0.02230639211167396,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_2_iter_2380_dice_0.5268.pth
prostate,2,client3,Domain3,scribble,3040,bg_expansion,backbone,52176748,0.009516691228054305,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_2_iter_3040_dice_0.5703.pth
prostate,2,client3,Domain3,scribble,3160,bg_expansion,backbone,52176748,0.006251443650723498,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_2_iter_3160_dice_0.586.pth
prostate,2,client3,Domain3,scribble,150,bg_expansion,blended,52176748,0.0,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_2_iter_150_dice_0.0.pth
prostate,2,client3,Domain3,scribble,450,bg_expansion,blended,52176748,0.04434793444773522,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_2_iter_450_dice_0.3606.pth
prostate,2,client3,Domain3,scribble,1080,bg_expansion,blended,52176748,0.04791521311370345,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_2_iter_1080_dice_0.3943.pth
prostate,2,client3,Domain3,scribble,1530,bg_expansion,blended,52176748,0.05254810054471007,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_2_iter_1530_dice_0.4313.pth
prostate,2,client3,Domain3,scribble,2380,bg_expansion,blended,52176748,0.022558765065235572,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_2_iter_2380_dice_0.5268.pth
prostate,2,client3,Domain3,scribble,3040,bg_expansion,blended,52176748,0.009550595219157776,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_2_iter_3040_dice_0.5703.pth
prostate,2,client3,Domain3,scribble,3160,bg_expansion,blended,52176748,0.006280460407382998,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_2_iter_3160_dice_0.586.pth
prostate,3,client4,Domain4,keypoint,150,bg_expansion,backbone,19229706,0.0,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_3_iter_150_dice_0.0036.pth
prostate,3,client4,Domain4,keypoint,450,bg_expansion,backbone,19229706,0.015400911485594216,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_3_iter_450_dice_0.0.pth
prostate,3,client4,Domain4,keypoint,1080,bg_expansion,backbone,19229706,0.011401942390590891,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_3_iter_1080_dice_0.4115.pth
prostate,3,client4,Domain4,keypoint,1530,bg_expansion,backbone,19229706,0.025033196035342403,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_3_iter_1530_dice_0.4183.pth
