round,slot_0_std,slot_1_std,slot_2_std,slot_3_std
3250,0.0614481374819449,0.05973796113025621,0.061797831677171344,0.06681267544411015
3300,0.062385235432752824,0.05365148273813129,0.07048680443884515,0.04908365919529635
3350,0.0387870287596253,0.03196344161694732,0.028798749972872097,0.03960641362203855
3400,0.040100593511817266,0.0375421150176705,0.03553531201495211,0.03851604341050621
3450,0.06588178503956917,0.04731650874694793,0.03987798390089448,0.04732037193429486
3500,0.027750935119379313,0.023829678973918206,0.017242552015290548,0.02131669768045698
3550,0.06869086110975753,0.061178081042151035,0.06090670242263983,0.06719171377483983
3600,0.0887976891591217,0.0721880156258641,0.0729636457422462,0.07541468292050295
3650,0.06073393120818049,0.053758288663237785,0.06814113001704625,0.06328486074883943
3700,0.039806964214820495,0.03286570248754771,0.03866499191775423,0.03858158109772072
3750,0.040272918940647946,0.049915127967380804,0.04323125721049528,0.02402926549023086
3800,0.027966050847411387,0.020692356076580553,0.020117912416550594,0.0282295873154391
3850,0.06516632872887655,0.06683090901671172,0.05319851877637197,0.08938278133958465
3900,0.02350773489726308,0.032841705193244766,0.04168945190332922,0.024013962605117883
3950,0.07040697124575095,0.05582123610240102,0.05746078314816115,0.08156403619242983
4000,0.12219493606528872,0.08008666805405254,0.09029481491204247,0.08192198728058298
4050,0.025454587012953084,0.023948862185916065,0.012654801460315364,0.01094696304917488
4100,0.06117812027187498,0.05662785886822846,0.07478803647643117,0.05169683162438488
4150,0.06495523381529776,0.03565234354148406,0.038326773931548166,0.04214152346557964
4200,0.03026566371319156,0.031759256918259274,0.024083106111961548,0.03850416081412501
4250,0.016918676071135105,0.015141386990629366,0.02025286152621402,0.014910613669463777
4300,0.051257389711143096,0.06429255011274633,0.047121757182855564,0.05226218518202238
4350,0.08053180738068653,0.07844063742729272,0.06877343673250595,0.07654450731437233
4400,0.04638202237936591,0.04044856486947342,0.04691777488329982,0.041772976910916935
4450,0.04306336726267467,0.06465074168174716,0.055542106549896005,0.038134236586039066
4500,0.048430940523595034,0.05109782774247846,0.04661577415424955,0.06528628033515158
4550,0.02904096417132186,0.031137796967672576,0.026942724435364742,0.03631146375457756
4600,0.04000346984950179,0.02976460985801763,0.03447499963741843,0.052494929278931304
4650,0.08083792674234042,0.06054548703247831,0.07289527831073836,0.06783831955465877
4700,0.04223972537789517,0.030834526103055326,0.03479922987653607,0.053722524140252394
4750,0.09221894816142724,0.06014866249552021,0.06907096640412672,0.07318919045870094
4800,0.06950675938353047,0.053689961817829604,0.04416505405861064,0.061248608147451
4850,0.018539514556751478,0.015641662315751478,0.020333165026625837,0.014785452309618391
4900,0.028255972819918967,0.025250695039938993,0.02341464498983489,0.019487472899275583
4950,0.06201833922316851,0.04845927774946712,0.06276311018424756,0.05734259847617651
5000,0.04043417366535392,0.031927605610192575,0.01638089130664141,0.049800859430335145
5050,0.07577779622026495,0.060742690095187596,0.06604039369961388,0.07188247630681625
5100,0.043581023393215554,0.11010128791253987,0.0906532293964203,0.04493678226130571
5150,0.08182846448516554,0.07641309835361998,0.06845418906100634,0.06549754193861018
5200,0.03730129220281786,0.04320419424083731,0.016631945165854773,0.04484799215126581
5250,0.07216141351165456,0.07486796377623743,0.08388977530068847,0.06906760166677282
5300,0.05759800690996173,0.07918026521804535,0.0985398477774347,0.059505260271676824
5350,0.07426235654758069,0.08852261631922095,0.06941462093824327,0.08703520207364375
5400,0.04494481060144762,0.06509108694744621,0.06646991499919344,0.051487730577293854
5450,0.04367798530152234,0.04131491740279774,0.04205933903427395,0.04580669820015409
5500,0.06860319526086231,0.07613938271354713,0.07878721723731585,0.06689219386445626
5550,0.033589367365283916,0.04705016896887833,0.02660341331483612,0.03764980743642655
5600,0.04620655364772403,0.03625490863317683,0.03720272033064249,0.036554233680929485
5650,0.06451681951243414,0.06195688823690227,0.08812460269413983,0.0639809846751361
5700,0.07083748725074882,0.04114192994986988,0.0566274279832662,0.05774015587093614
5750,0.045220995123946575,0.04594501061051134,0.03319945782689831,0.047649956977944906
5800,0.03540175136910602,0.048142014914209795,0.04042664467897379,0.05006410290817164
5850,0.06408181021163495,0.0832846060205606,0.0747144591093317,0.07258048222490673
5900,0.036463625711111065,0.04496209959510342,0.04294967287419078,0.03571696515663111
5950,0.032391146938631245,0.037951632375959804,0.037594180400695,0.035442200834598286
