round,client,slot_std
5300,4,0.09958826487091742
5350,0,0.10500811873374365
5350,1,0.07211776393510824
5350,2,0.047381167144763335
5350,3,0.017266369045054034
5350,4,0.1466202983048391
5400,0,0.024602896170979546
5400,1,0.04767422652754842
5400,2,0.07181564505732717
5400,3,0.07288032570591327
5400,4,0.05962568133782624
5450,0,0.06528066329319887
5450,1,0.055513489351688206
5450,2,0.032585042580914325
5450,3,0.04918019799675474
5450,4,0.0072208032794142795
5500,0,0.08383535948512419
5500,1,0.06141365381574361
5500,2,0.11224621096054868
5500,3,0.052707257564779446
5500,4,0.059424027127080496
5550,0,0.02267526185074828
5550,1,0.08008040880889658
5550,2,0.12416006805732673
5550,3,0.05173342125744245
5550,4,0.06410059964618116
5600,0,0.0309591969372592
5600,1,0.010054694177348205
5600,2,0.04106464416015313
5600,3,0.011374615378112803
5600,4,0.07409377082454369
5650,0,0.06559171060431339
5650,1,0.0189088603569861
5650,2,0.03257441480671602
5650,3,0.07171416788194646
5650,4,0.13548736103415698
5700,0,0.03843032656639806
5700,1,0.13338450762738527
5700,2,0.010895985499256132
5700,3,0.047067683977438275
5700,4,0.060907650381540744
5750,0,0.032836298512469386
5750,1,0.08822611220608102
5750,2,0.01713869890044165
5750,3,0.011219848483825434
5750,4,0.023088782449492667
5800,0,0.10140106939771393
5800,1,0.009591923686101768
5800,2,0.02988263500764283
5800,3,0.008183940065762955
5800,4,0.026666587239465047
5850,0,0.04336521503463347
5850,1,0.056110710875910304
5850,2,0.12447025749149876
5850,3,0.07411393256331766
5850,4,0.04252730740359657
5900,0,0.05341486216400826
5900,1,0.02578866029866615
5900,2,0.04188044740687473
5900,3,0.03021324212990059
5900,4,0.045604687259096506
5950,0,0.09319271363685039
5950,1,0.028923735927435114
5950,2,0.029336453432547014
5950,3,0.05032858904241207
5950,4,0.01700691036020359
6000,0,0.028925367326967506
6000,1,0.0683646655809856
6000,2,0.07698800231204861
6000,3,0.07014561194401259
6000,4,0.028099733094817832
6050,0,0.026111527626701582
